N,degree,beta,k,h,success_rate,avg_overhead,min_overhead,q1_overhead,median_overhead,q3_overhead,max_overhead,avg_latency,min_latency,q1_latency,median_latency,q3_latency,max_latency,total_overhead
100000,20,0.1,20,100,0.26,1733.75,91,1872.5,2000.0,2000.0,2000,49.26923076923077,5,22.25,46.0,81.0,94,2000
100000,20,0.1,20,200,0.58,2848.89,178,1793.5,3650.5,4000.0,4000,101.27586206896552,9,49.0,94.5,154.0,197,4000
100000,20,0.1,20,300,0.76,3290.81,115,1388.5,2960.0,5928.5,6000,122.1842105263158,6,49.25,109.0,184.0,300,6000
100000,20,0.1,20,400,0.76,4229.57,120,1462.25,3756.5,7769.5,8000,152.46052631578948,6,65.75,131.0,233.0,397,8000
100000,20,0.1,20,500,0.84,4301.19,180,1642.0,3318.0,6388.5,10000,161.28571428571428,9,65.75,136.5,243.0,479,10000
100000,20,0.1,20,600,0.93,4279.51,222,1446.75,3705.0,6123.75,12000,185.43010752688173,12,69.0,163.0,276.0,574,12000
100000,20,0.1,20,700,0.9,5343.59,22,1878.75,4311.0,7712.25,14000,219.61111111111111,2,86.25,179.5,297.25,683,14000
100000,20,0.1,20,800,0.96,4626.63,122,2104.25,3156.5,5754.5,16000,208.10416666666666,7,99.25,158.0,281.75,781,16000
100000,20,0.1,30,100,0.45,2291.19,92,1412.5,3000.0,3000.0,3000,47.955555555555556,4,20.0,39.0,74.0,99,3000
100000,20,0.1,30,200,0.67,3517.33,44,1030.5,3938.0,6000.0,6000,76.95522388059702,2,27.5,64.0,132.0,196,6000
100000,20,0.1,30,300,0.82,4269.43,34,1590.25,3509.5,7117.0,9000,108.17073170731707,2,38.75,95.5,168.0,295,9000
100000,20,0.1,30,400,0.95,3679.29,37,890.75,2656.5,5215.25,12000,108.56842105263158,2,29.5,81.0,162.5,375,12000
100000,20,0.1,30,500,0.9,5633.57,140,1547.5,3870.0,8591.75,15000,153.56666666666666,5,52.0,107.0,218.0,494,15000
100000,20,0.1,30,600,0.94,5139.89,36,1537.25,3587.0,6751.25,18000,144.43617021276594,2,50.0,110.5,198.0,579,18000
100000,20,0.1,30,700,0.99,5228.16,75,1298.75,4109.5,7069.0,21000,169.44444444444446,3,43.0,132.0,232.0,688,21000
100000,20,0.1,30,800,0.97,5779.1,156,1730.0,3323.0,7406.0,24000,174.36082474226805,6,53.0,108.0,220.0,786,24000
100000,20,0.1,40,100,0.55,2910.17,62,1778.25,3643.5,4000.0,4000,50.945454545454545,2,28.5,48.0,77.0,99,4000
100000,20,0.1,40,200,0.76,4294.43,111,1707.25,4099.5,7823.75,8000,78.55263157894737,3,38.25,64.0,113.25,196,8000
100000,20,0.1,40,300,0.91,4456.32,70,1346.5,3039.5,7301.0,12000,93.20879120879121,2,31.0,73.0,141.0,287,12000
100000,20,0.1,40,400,0.99,5402.28,262,2175.5,4541.0,8545.0,16000,132.8989898989899,7,54.5,111.0,210.0,391,16000
100000,20,0.1,40,500,0.97,5935.25,1,2044.25,4407.5,8231.25,20000,138.05154639175257,1,49.0,109.0,201.0,438,20000
100000,20,0.1,40,600,0.98,5391.26,151,1369.5,3013.0,7292.5,24000,125.78571428571429,4,34.25,75.0,168.75,509,24000
100000,20,0.1,40,700,0.99,5778.76,97,1737.5,3848.5,8190.0,28000,139.34343434343435,3,44.0,97.0,201.5,653,28000
100000,20,0.1,40,800,1.0,5523.02,125,2025.0,4144.5,6451.25,29854,138.59,4,51.0,104.0,161.5,747,32000
100000,20,0.1,50,100,0.64,3176.71,1,1419.0,3360.5,5000.0,5000,43.546875,1,22.5,37.0,64.75,100,5000
100000,20,0.1,50,200,0.83,4510.11,161,1233.5,3429.0,7694.25,10000,68.24096385542168,4,22.5,52.0,108.0,198,10000
100000,20,0.1,50,300,0.91,5448.46,304,2192.5,3682.0,7045.25,15000,90.58241758241758,7,41.5,62.0,121.0,285,15000
100000,20,0.1,50,400,0.98,4665.34,1,1620.5,3778.0,6375.0,20000,87.54081632653062,1,32.25,75.0,120.75,359,20000
100000,20,0.1,50,500,1.0,5469.32,187,1685.75,3542.5,7559.25,20623,109.87,4,34.0,71.5,151.75,413,25000
100000,20,0.1,50,600,0.99,5815.92,76,1549.25,3296.5,8314.0,30000,111.91919191919192,2,31.0,65.0,166.5,518,30000
100000,20,0.1,50,700,1.0,5324.72,105,1343.75,3516.0,7001.0,31698,106.97,3,27.5,70.5,140.75,634,35000
100000,20,0.1,50,800,1.0,4942.39,154,1813.0,3310.0,6820.0,24463,99.33,4,36.75,66.5,137.25,490,40000
100000,20,0.1,60,100,0.77,3372.38,138,1531.75,3280.5,5691.5,6000,43.63636363636363,3,19.0,43.0,62.0,100,6000
100000,20,0.1,60,200,0.87,5278.22,131,2114.25,4412.5,9113.25,12000,71.72413793103448,3,30.0,61.0,97.5,198,12000
100000,20,0.1,60,300,1.0,4964.46,155,1307.5,3583.5,7801.25,16936,83.25,3,22.25,60.5,130.75,283,18000
100000,20,0.1,60,400,0.98,5479.78,260,1526.25,3316.0,7606.25,24000,85.56122448979592,5,24.75,55.0,122.75,400,24000
100000,20,0.1,60,500,1.0,5525.7,69,1908.5,3735.0,8459.75,21646,92.55,2,32.0,62.5,141.5,361,30000
100000,20,0.1,60,600,1.0,5753.55,155,1760.75,4304.5,8376.0,23160,96.38,3,29.75,72.0,140.0,386,36000
100000,20,0.1,60,700,1.0,4836.9,72,1370.25,3373.0,6491.75,22351,81.09,2,23.25,57.0,109.0,373,42000
100000,20,0.1,60,800,1.0,5117.4,126,1795.75,3971.0,7165.25,22618,85.82,3,30.75,67.0,119.75,377,48000
100000,20,0.1,70,100,0.76,3816.6,74,1611.0,3419.0,6933.5,7000,40.68421052631579,2,16.0,37.0,59.0,100,7000
100000,20,0.1,70,200,0.91,4579.45,168,1355.75,2988.5,6698.75,14000,52.57142857142857,3,19.0,40.0,74.0,197,14000
100000,20,0.1,70,300,0.95,5713.95,93,1722.75,3999.5,7364.75,21000,70.6421052631579,2,24.5,51.0,88.5,267,21000
100000,20,0.1,70,400,0.98,5435.07,187,1833.5,3459.0,6314.75,28000,71.5204081632653,3,26.25,49.0,84.0,270,28000
100000,20,0.1,70,500,0.99,5125.05,157,1322.5,3847.5,7285.25,35000,69.38383838383838,3,19.5,53.0,102.5,222,35000
100000,20,0.1,70,600,1.0,4707.9,174,1378.25,3664.0,6513.5,20542,67.74,3,19.75,52.5,93.5,294,42000
100000,20,0.1,70,700,1.0,6308.25,141,2091.0,3915.5,8811.75,35084,90.6,3,30.0,56.0,126.25,502,49000
100000,20,0.1,70,800,1.0,4836.63,80,1331.75,3915.5,7008.5,22765,69.59,2,20.0,56.0,100.25,326,56000
100000,20,0.1,80,100,0.8,3875.66,198,1307.5,3229.0,6466.25,8000,36.0625,3,12.0,29.0,53.25,99,8000
100000,20,0.1,80,200,0.93,5503.83,188,1744.25,3506.5,8608.5,16000,59.38709677419355,3,22.0,37.0,86.0,192,16000
100000,20,0.1,80,300,0.99,5788.8,171,2211.5,4434.0,8624.0,24000,70.53535353535354,3,27.5,56.0,101.5,275,24000
100000,20,0.1,80,400,0.99,5227.17,231,1212.5,2947.0,7299.0,32000,62.45454545454545,3,16.0,37.0,89.5,392,32000
100000,20,0.1,80,500,1.0,5496.93,83,1550.75,3483.0,8010.5,26563,69.19,2,19.5,44.0,100.5,333,40000
100000,20,0.1,80,600,1.0,4832.36,227,1756.5,3794.0,6243.5,26420,60.93,3,22.75,48.0,78.25,331,48000
100000,20,0.1,80,700,1.0,5457.26,137,1362.75,3509.5,7169.5,39893,68.75,2,17.75,44.5,90.0,499,56000
100000,20,0.1,80,800,1.0,6326.25,101,1898.5,4110.5,8561.75,38067,79.52,2,24.0,52.0,108.0,476,64000
100000,20,0.5,20,100,0.28,1711.65,87,1860.5,2000.0,2000.0,2000,48.964285714285715,5,29.5,39.0,81.0,97,2000
100000,20,0.5,20,200,0.51,2943.51,91,1703.0,3839.0,4000.0,4000,96.94117647058823,5,54.5,86.0,148.0,193,4000
100000,20,0.5,20,300,0.63,3803.3,101,1752.75,3804.0,6000.0,6000,126.11111111111111,6,65.5,122.0,181.0,292,6000
100000,20,0.5,20,400,0.72,5076.07,56,2217.0,5897.0,8000.0,8000,197.36111111111111,3,82.75,208.5,312.25,394,8000
100000,20,0.5,20,500,0.75,5284.78,42,1690.0,4845.5,9556.75,10000,186.10666666666665,3,64.0,169.0,290.5,471,10000
100000,20,0.5,20,600,0.88,5063.37,100,1566.75,4151.5,8686.25,12000,206.3181818181818,5,63.75,164.5,289.5,580,12000
100000,20,0.5,20,700,0.94,4425.07,42,1445.25,2984.5,6215.0,14000,191.19148936170214,3,67.25,142.5,253.75,666,14000
100000,20,0.5,20,800,0.93,5394.97,159,2193.25,4018.5,7105.5,16000,230.3548387096774,8,108.0,185.0,323.0,778,16000
100000,20,0.5,30,100,0.48,2257.19,62,1508.75,3000.0,3000.0,3000,48.916666666666664,3,29.25,48.5,68.25,99,3000
100000,20,0.5,30,200,0.71,3724.92,87,1746.5,4084.0,6000.0,6000,93.64788732394366,3,43.0,87.0,145.0,200,6000
100000,20,0.5,30,300,0.76,4708.18,86,1625.25,4282.0,8661.75,9000,112.22368421052632,3,40.25,109.0,166.0,297,9000
100000,20,0.5,30,400,0.93,4082.33,87,1531.0,2862.0,5305.5,12000,116.65591397849462,3,45.0,91.0,154.0,363,12000
100000,20,0.5,30,500,0.89,5784.04,158,2149.0,4537.0,8232.75,15000,155.31460674157304,6,67.0,128.0,237.0,488,15000
100000,20,0.5,30,600,0.95,5243.89,112,1660.25,4032.0,7644.75,18000,152.8842105263158,4,52.0,118.0,235.0,511,18000
100000,20,0.5,30,700,0.96,5911.19,36,2178.25,4390.0,8306.25,21000,176.58333333333334,2,71.5,136.0,246.25,626,21000
100000,20,0.5,30,800,0.98,5315.13,65,1199.25,3445.0,7231.25,24000,164.91836734693877,3,39.5,111.5,232.5,695,24000
100000,20,0.5,40,100,0.5,2963.73,92,1900.75,3872.0,4000.0,4000,48.66,3,22.25,47.5,75.25,94,4000
100000,20,0.5,40,200,0.74,4051.25,124,1384.0,3293.0,8000.0,8000,67.10810810810811,4,25.25,50.5,101.5,199,8000
100000,20,0.5,40,300,0.89,4693.36,128,1333.0,3695.0,7846.5,12000,95.23595505617978,4,26.0,71.0,139.0,279,12000
100000,20,0.5,40,400,0.88,6575.17,81,2260.0,5076.5,9810.75,16000,132.73863636363637,3,48.0,117.0,200.75,392,16000
100000,20,0.5,40,500,0.97,5365.1,118,1518.25,3814.0,7100.0,20000,123.27835051546391,3,37.0,84.0,168.0,457,20000
100000,20,0.5,40,600,0.95,5309.3,112,1428.5,2728.0,6876.25,24000,108.6421052631579,3,35.0,60.0,160.0,551,24000
100000,20,0.5,40,700,1.0,5643.88,83,1433.75,3440.0,7949.0,25081,141.59,3,36.5,86.5,199.0,628,28000
100000,20,0.5,40,800,0.99,6181.58,106,1725.25,3818.0,8465.5,32000,148.5050505050505,3,43.5,93.0,202.0,695,32000
100000,20,0.5,50,100,0.69,2990.69,110,1227.25,2881.0,5000.0,5000,42.2463768115942,3,18.0,34.0,62.0,98,5000
100000,20,0.5,50,200,0.83,4831.65,98,1575.0,3835.0,8652.5,10000,75.95180722891567,2,26.0,59.0,117.0,200,10000
100000,20,0.5,50,300,0.9,5247.75,67,1462.0,3956.0,7384.5,15000,83.8,2,29.0,70.0,130.75,288,15000
100000,20,0.5,50,400,0.98,4961.81,233,1608.0,3529.5,6496.25,20000,93.59183673469387,5,32.25,68.5,126.25,381,20000
100000,20,0.5,50,500,0.96,6068.61,424,2172.25,4098.5,8005.5,25000,106.07291666666667,9,43.75,76.5,148.0,400,25000
100000,20,0.5,50,600,1.0,5280.98,51,1739.5,3325.5,6991.5,28797,106.1,2,35.0,67.0,140.0,576,30000
100000,20,0.5,50,700,0.99,5879.29,55,1600.0,3116.5,6750.5,35000,112.20202020202021,2,32.0,63.0,134.0,564,35000
100000,20,0.5,50,800,0.99,4753.91,58,1306.75,3309.5,6457.5,40000,88.45454545454545,2,26.5,67.0,125.5,431,40000
100000,20,0.5,60,100,0.66,3647.08,124,1822.25,3615.0,6000.0,6000,41.03030303030303,3,19.5,43.0,60.25,99,6000
100000,20,0.5,60,200,0.86,5036.62,197,1768.5,4254.5,7412.75,12000,65.56976744186046,4,25.5,52.5,98.25,181,12000
100000,20,0.5,60,300,0.97,5600.65,181,1638.0,4270.5,7941.5,18000,87.3917525773196,4,27.0,67.0,131.0,286,18000
100000,20,0.5,60,400,1.0,5085.67,130,1315.0,3879.5,7048.0,22494,85.21,3,22.25,65.0,117.75,375,24000
100000,20,0.5,60,500,0.98,6949.89,144,2359.25,5014.0,9394.5,30000,108.44897959183673,3,38.5,83.5,152.25,432,30000
100000,20,0.5,60,600,1.0,5310.73,336,2080.0,4706.5,6787.5,23476,89.02,6,35.0,79.0,114.0,392,36000
100000,20,0.5,60,700,1.0,5907.1,65,1797.25,3862.5,7375.0,35925,98.94,2,30.5,65.0,123.25,599,42000
100000,20,0.5,60,800,1.0,5232.75,145,1547.75,3440.5,6577.75,47881,87.71,3,26.0,58.0,109.75,799,48000
100000,20,0.5,70,100,0.71,3919.84,158,1282.0,3868.0,7000.0,7000,38.53521126760563,3,11.5,31.0,62.0,99,7000
100000,20,0.5,70,200,0.97,4834.02,187,1616.0,3698.5,7478.25,14000,65.47422680412372,3,22.0,52.0,103.0,196,14000
100000,20,0.5,70,300,0.99,5055.48,106,1746.75,3308.0,6603.25,21000,70.43434343434343,2,25.5,47.0,93.5,299,21000
100000,20,0.5,70,400,1.0,5506.72,256,1575.5,3323.5,7052.5,25288,79.21,4,22.75,48.0,101.25,362,28000
100000,20,0.5,70,500,1.0,5038.96,204,1303.75,3297.0,7630.0,21446,72.48,3,19.0,47.5,109.25,307,35000
100000,20,0.5,70,600,1.0,6258.81,73,1754.25,4261.5,8025.0,41268,89.93,2,25.5,61.5,115.5,590,42000
100000,20,0.5,70,700,1.0,5457.99,79,1103.0,3975.5,7615.75,26985,78.44,2,16.0,57.5,109.5,386,49000
100000,20,0.5,70,800,1.0,5849.54,76,1519.5,4048.0,7844.0,42461,84.02,2,22.5,58.5,112.25,607,56000
100000,20,0.5,80,100,0.68,4962.28,152,2217.5,5600.5,8000.0,8000,44.661764705882355,2,15.5,45.5,71.25,100,8000
100000,20,0.5,80,200,0.92,5064.73,302,1521.25,2992.5,6351.0,16000,51.91304347826087,4,19.0,36.0,65.25,199,16000
100000,20,0.5,80,300,0.99,5660.02,248,1386.25,4154.0,8954.75,24000,68.98989898989899,4,17.0,51.0,111.5,265,24000
100000,20,0.5,80,400,1.0,6215.56,82,1951.25,4547.5,8605.0,26310,78.23,2,25.0,57.5,108.25,329,32000
100000,20,0.5,80,500,1.0,6155.18,185,2055.25,3997.5,7272.5,34433,77.47,3,26.0,50.5,91.25,431,40000
100000,20,0.5,80,600,1.0,5857.07,169,1845.5,3853.0,9077.75,27907,73.72,3,24.0,48.5,114.25,349,48000
100000,20,0.5,80,700,1.0,6280.88,102,2248.75,4290.0,8685.0,35756,78.96,2,28.75,54.0,109.0,447,56000
100000,20,0.5,80,800,1.0,7158.28,251,2092.0,4219.5,10201.75,30802,89.99,4,26.75,53.0,128.25,386,64000
100000,20,1.0,20,100,0.3,1655.5,58,1657.0,2000.0,2000.0,2000,43.0,3,16.25,40.0,72.0,96,2000
100000,20,1.0,20,200,0.41,3082.85,21,2109.75,4000.0,4000.0,4000,88.65853658536585,2,38.0,73.0,139.0,198,4000
100000,20,1.0,20,300,0.59,4097.05,130,2197.5,4453.0,6000.0,6000,139.16949152542372,7,73.0,140.0,197.5,300,6000
100000,20,1.0,20,400,0.7,4378.1,72,1842.25,3669.5,8000.0,8000,141.8,4,71.25,112.5,190.75,376,8000
100000,20,1.0,20,500,0.8,4606.57,78,1418.0,3802.0,8297.0,10000,163.3875,4,52.75,136.5,229.75,473,10000
100000,20,1.0,20,600,0.89,5193.64,23,2161.0,4333.5,7978.0,12000,218.08988764044943,2,82.0,189.0,335.0,585,12000
100000,20,1.0,20,700,0.86,5663.23,85,1577.5,3295.5,10099.0,14000,215.77906976744185,5,71.25,148.0,270.25,693,14000
100000,20,1.0,20,800,0.9,6034.32,99,1875.75,4351.5,9830.5,16000,246.7888888888889,5,70.75,188.5,349.5,729,16000
100000,20,1.0,30,100,0.38,2342.19,97,1648.5,3000.0,3000.0,3000,42.78947368421053,4,18.75,42.0,61.5,98,3000
100000,20,1.0,30,200,0.61,3746.34,160,1624.25,3913.0,6000.0,6000,77.39344262295081,6,34.0,61.0,120.0,197,6000
100000,20,1.0,30,300,0.74,4870.22,216,1902.25,4590.5,9000.0,9000,114.41891891891892,8,50.25,101.5,174.75,296,9000
100000,20,1.0,30,400,0.84,5201.06,35,1768.75,3897.5,8280.75,12000,130.66666666666666,2,42.75,114.5,197.75,356,12000
100000,20,1.0,30,500,0.87,5811.63,114,1559.25,4175.0,9127.0,15000,148.4367816091954,4,46.5,114.0,226.5,498,15000
100000,20,1.0,30,600,0.92,5386.89,77,1417.25,2971.5,7746.0,18000,143.5108695652174,3,44.75,90.0,204.0,518,18000
100000,20,1.0,30,700,0.95,6698.41,170,2675.5,5358.0,8742.5,21000,198.66315789473686,6,88.5,174.0,279.0,667,21000
100000,20,1.0,30,800,0.97,5911.69,56,1719.75,4519.0,7690.75,24000,178.8762886597938,2,58.0,134.0,253.0,794,24000
100000,20,1.0,40,100,0.45,3123.67,208,2277.75,4000.0,4000.0,4000,51.75555555555555,6,24.0,49.0,75.0,97,4000
100000,20,1.0,40,200,0.69,4375.45,91,1544.5,3693.5,8000.0,8000,69.17391304347827,3,31.0,55.0,97.0,174,8000
100000,20,1.0,40,300,0.9,5274.39,104,1681.5,4470.0,8765.5,12000,113.66666666666667,3,41.0,97.5,184.25,295,12000
100000,20,1.0,40,400,0.84,6108.26,42,1530.25,3810.0,10391.0,16000,106.08333333333333,2,34.0,70.0,150.75,357,16000
100000,20,1.0,40,500,0.96,5642.38,62,1875.0,3392.0,7415.0,20000,126.57291666666667,2,46.25,83.5,183.25,497,20000
100000,20,1.0,40,600,0.94,7552.52,88,1678.0,5471.5,10849.0,24000,163.0212765957447,3,38.5,115.0,262.0,585,24000
100000,20,1.0,40,700,0.98,7049.72,219,1360.75,4369.0,10333.25,28000,166.05102040816325,6,34.25,108.5,242.75,689,28000
100000,20,1.0,40,800,0.96,6666.07,211,1488.5,3842.5,8761.25,32000,140.70833333333334,6,34.25,94.5,200.5,791,32000
100000,20,1.0,50,100,0.54,3615.34,338,2347.25,4518.0,5000.0,5000,49.22222222222222,7,24.75,49.5,73.75,99,5000
100000,20,1.0,50,200,0.8,4559.23,246,1436.0,2850.5,8767.5,10000,64.4875,5,19.5,44.5,103.75,195,10000
100000,20,1.0,50,300,0.84,6570.85,290,1387.5,5395.0,12066.25,15000,99.77380952380952,6,23.0,69.5,161.5,299,15000
100000,20,1.0,50,400,0.93,6327.81,104,1952.0,4951.0,8457.0,20000,106.48387096774194,3,39.0,86.0,150.0,387,20000
100000,20,1.0,50,500,0.96,6799.46,160,1547.75,4231.5,9695.75,25000,121.33333333333333,4,30.75,80.5,163.0,492,25000
100000,20,1.0,50,600,0.97,7125.18,238,1720.5,4455.5,9853.25,30000,128.84536082474227,5,30.0,85.0,183.0,496,30000
100000,20,1.0,50,700,0.99,5714.17,167,1395.0,3264.0,6305.5,35000,108.85858585858585,4,27.5,65.0,119.5,576,35000
100000,20,1.0,50,800,0.98,6567.14,329,1587.25,3750.5,7405.25,40000,118.1734693877551,7,32.0,72.0,140.0,767,40000
100000,20,1.0,60,100,0.58,3995.2,263,1977.25,4739.5,6000.0,6000,42.8448275862069,5,21.0,36.5,66.0,99,6000
100000,20,1.0,60,200,0.82,5145.93,112,1564.75,3465.0,8593.0,12000,61.19512195121951,2,23.0,45.5,96.75,181,12000
100000,20,1.0,60,300,0.84,7206.48,255,2182.5,5576.0,10695.5,18000,86.33333333333333,5,34.5,68.0,125.75,258,18000
100000,20,1.0,60,400,0.93,6174.22,183,1421.25,3801.0,8011.0,24000,81.02150537634408,4,21.0,59.0,120.0,297,24000
100000,20,1.0,60,500,0.98,6494.37,290,1850.0,4762.0,8996.5,30000,100.75510204081633,5,31.0,77.0,142.5,462,30000
100000,20,1.0,60,600,0.97,7429.72,241,1878.75,4451.5,10303.5,36000,109.5979381443299,5,31.0,72.0,151.0,409,36000
100000,20,1.0,60,700,1.0,8158.69,152,2117.0,5240.0,9932.25,39176,136.45,3,36.25,87.5,166.25,653,42000
100000,20,1.0,60,800,0.98,7672.97,192,1746.75,4396.5,10530.5,48000,114.66326530612245,4,29.25,71.5,162.75,555,48000
100000,20,1.0,70,100,0.66,4053.73,157,1322.25,4374.5,7000.0,7000,36.71212121212121,3,15.0,27.5,61.75,98,7000
100000,20,1.0,70,200,0.86,5631.68,357,1798.5,4815.0,8761.5,14000,61.52325581395349,6,22.5,46.5,84.75,189,14000
100000,20,1.0,70,300,0.92,7209.7,173,2252.5,4213.5,11024.75,21000,86.3804347826087,3,29.25,56.0,125.25,283,21000
100000,20,1.0,70,400,0.97,7255.91,197,1890.75,3732.5,10176.0,28000,94.97938144329896,3,27.0,51.0,122.0,383,28000
100000,20,1.0,70,500,1.0,5568.22,211,1206.5,2998.5,6571.0,27678,80.05,4,17.75,43.5,94.5,396,35000
100000,20,1.0,70,600,0.99,7918.49,215,1873.25,4633.0,9498.0,42000,108.6969696969697,4,27.0,66.0,135.5,542,42000
100000,20,1.0,70,700,0.99,7514.98,83,1932.75,4631.5,10479.25,49000,101.84848484848484,2,26.5,66.0,147.5,491,49000
100000,20,1.0,70,800,0.99,7155.4,257,2218.75,4430.0,8276.5,56000,95.68686868686869,4,32.0,64.0,117.0,569,56000
100000,20,1.0,80,100,0.78,3934.86,108,1245.5,3288.5,6807.5,8000,35.294871794871796,2,13.0,28.0,55.0,97,8000
100000,20,1.0,80,200,0.9,5571.81,197,1969.25,4358.0,6916.75,16000,55.7,3,21.0,51.0,76.75,199,16000
100000,20,1.0,80,300,0.97,6061.71,85,1518.25,4038.5,7774.25,24000,69.36082474226804,2,19.0,49.0,90.0,285,24000
100000,20,1.0,80,400,0.98,5669.77,327,1741.5,3224.0,7508.75,32000,64.6938775510204,5,20.75,39.5,93.0,392,32000
100000,20,1.0,80,500,0.99,8645.04,169,2043.25,5848.0,12773.5,40000,104.56565656565657,3,25.5,73.0,151.5,498,40000
100000,20,1.0,80,600,1.0,6874.08,161,1537.5,4006.5,9692.0,44634,86.48,3,19.75,51.0,122.0,558,48000
100000,20,1.0,80,700,0.98,8047.6,264,1590.0,3785.5,9308.0,56000,88.89795918367346,4,19.5,45.0,111.0,539,56000
100000,20,1.0,80,800,1.0,6019.83,248,1764.5,3533.5,7952.5,25692,75.77,4,22.75,44.5,100.0,322,64000
100000,30,0.1,20,100,0.44,1519.32,67,927.0,2000.0,2000.0,2000,45.79545454545455,4,22.75,36.0,69.25,100,2000
100000,30,0.1,20,200,0.58,2623.89,21,1426.75,3232.5,4000.0,4000,81.86206896551724,2,35.25,82.0,122.75,188,4000
100000,30,0.1,20,300,0.79,2619.89,41,707.0,2167.0,4187.0,6000,86.51898734177215,3,29.5,70.0,135.0,281,6000
100000,30,0.1,20,400,0.88,3164.12,21,1266.0,2176.0,4734.0,8000,125.75,2,48.5,95.5,173.75,388,8000
100000,30,0.1,20,500,0.97,3200.23,32,1100.5,2201.5,4736.0,10000,149.93814432989691,2,54.0,110.0,220.0,480,10000
100000,30,0.1,20,600,0.97,3950.44,33,1180.5,3342.0,6358.25,12000,185.57731958762886,2,59.0,158.0,307.0,563,12000
100000,30,0.1,20,700,0.98,3670.74,70,1120.5,2452.0,5059.5,14000,173.46938775510205,4,54.25,120.0,246.75,661,14000
100000,30,0.1,20,800,1.0,2663.63,124,815.75,1538.0,3611.25,13364,133.64,7,41.5,77.5,180.75,669,16000
100000,30,0.1,30,100,0.58,2003.98,120,982.25,2295.5,3000.0,3000,43.206896551724135,4,22.0,38.0,65.75,99,3000
100000,30,0.1,30,200,0.76,3157.41,39,970.75,2786.5,5417.25,6000,75.82894736842105,2,28.0,66.0,122.5,193,6000
100000,30,0.1,30,300,0.93,2706.35,33,769.0,1974.5,3927.75,9000,74.90322580645162,2,24.0,60.0,93.0,283,9000
100000,30,0.1,30,400,0.98,3435.8,32,941.5,2560.0,5187.25,12000,109.1938775510204,2,30.5,84.0,166.0,340,12000
100000,30,0.1,30,500,0.99,3406.59,106,1048.5,2299.0,5218.25,15000,110.13131313131314,4,35.5,75.0,172.0,380,15000
100000,30,0.1,30,600,0.98,3773.56,53,958.25,2880.5,5264.0,18000,116.64285714285714,2,31.5,93.5,158.75,444,18000
100000,30,0.1,30,700,1.0,3034.37,79,771.75,2008.5,4370.0,15145,101.61,3,26.5,67.5,146.25,505,21000
100000,30,0.1,30,800,1.0,3185.16,87,1008.5,2132.5,4509.25,17535,106.64,3,34.0,71.5,150.75,585,24000
100000,30,0.1,40,100,0.61,2550.27,92,1052.5,3130.5,4000.0,4000,41.09836065573771,3,15.0,32.0,73.0,98,4000
100000,30,0.1,40,200,0.84,3389.41,168,1269.25,2744.0,5156.5,8000,63.30952380952381,5,27.5,59.0,91.75,165,8000
100000,30,0.1,40,300,0.95,3511.9,62,1102.0,2347.0,4984.25,12000,77.15789473684211,2,28.0,55.0,101.5,287,12000
100000,30,0.1,40,400,0.99,3418.25,65,832.0,2479.5,4769.75,16000,82.78787878787878,2,21.0,61.0,118.5,346,16000
100000,30,0.1,40,500,1.0,3302.45,41,926.25,2533.5,4863.0,13207,83.02,2,24.0,64.0,122.0,331,20000
100000,30,0.1,40,600,1.0,3955.92,83,1177.75,2614.5,5459.0,17205,99.35,3,29.5,66.0,136.5,431,24000
100000,30,0.1,40,700,1.0,3544.67,178,1105.0,2333.0,5053.25,15351,89.06,5,28.0,58.5,126.75,384,28000
100000,30,0.1,40,800,1.0,3570.11,50,1108.0,2073.0,5118.5,17323,89.73,2,28.0,52.5,128.75,434,32000
100000,30,0.1,50,100,0.75,2685.94,114,909.75,2751.5,4955.75,5000,38.78666666666667,3,13.5,35.0,62.5,99,5000
100000,30,0.1,50,200,0.92,3114.37,166,997.0,2151.0,4029.25,10000,50.79347826086956,4,17.5,38.5,71.25,181,10000
100000,30,0.1,50,300,1.0,3269.9,110,817.0,2520.0,4621.5,14199,65.89,3,16.75,51.0,92.75,284,15000
100000,30,0.1,50,400,1.0,3328.6,170,1413.75,2315.5,4566.5,19373,67.05,4,28.75,47.0,92.0,388,20000
100000,30,0.1,50,500,1.0,3685.45,133,1227.0,2559.5,4812.25,18423,74.2,3,25.0,51.5,96.75,369,25000
100000,30,0.1,50,600,1.0,3817.21,113,1097.5,2380.0,5617.25,17678,76.83,3,22.0,48.0,113.25,354,30000
100000,30,0.1,50,700,1.0,2824.83,55,962.5,2024.0,3598.75,14799,57.0,2,19.75,41.0,72.5,296,35000
100000,30,0.1,50,800,1.0,3807.79,75,1128.75,2601.5,4839.0,21608,76.67,2,23.25,52.5,97.25,433,40000
100000,30,0.1,60,100,0.78,3223.86,85,1239.75,3090.0,5286.5,6000,41.12820512820513,2,18.0,37.5,60.0,94,6000
100000,30,0.1,60,200,0.96,3112.46,138,1134.25,2230.0,4271.0,12000,46.208333333333336,3,18.0,36.5,67.0,192,12000
100000,30,0.1,60,300,1.0,3098.03,83,990.0,2190.0,4011.0,17091,52.14,2,16.75,37.0,67.0,285,18000
100000,30,0.1,60,400,1.0,3436.71,62,823.75,1787.5,4281.75,19096,57.76,2,14.0,30.0,72.0,319,24000
100000,30,0.1,60,500,1.0,3062.78,136,882.5,2134.5,4383.5,11198,51.57,3,14.75,36.0,73.75,187,30000
